Color by,Project Name,State Name,Type Name,Company,Country Name,DOE Support,If State,Location,Other,Plant,Project Date,Project ID,Project Link,Project Name,Status Detail Name,Status Name,Technology Name,Unit Base Name 1,Avg. Icon Size,Latitude,Longitude,Distinct count of Project ID,Major Injection Amount
Terminated,FutureGen - Odessa,Texas,Capture & Storage,FutureGen Industrial Alliance Inc.,United States,DOE Supported,", Texas",Odessa,"Odessa, Texas was one of four sites that was considered for the FutureGen Alliance project. The  site was not chosen fromthe site finalists.",FutureGen - Odessa,1/1/2015,268,No specific project link identified.,FutureGen - Odessa,,Terminated,,,1,31.85984802,-102.3777237,1,
Terminated,FutureGen - Mattoon,Illinois,Capture & Storage,FutureGen Industrial Alliance Inc.,United States,DOE Supported,", Illinois",Mattoon,FutureGen project intended to create a zero-emissions fossil fuel plant that would produce hydrogen and byproducts for use by other industries.,FutureGen - Mattoon,1/1/2015,267,https://www.reuters.com/article/coal-futuregen-illinois-idUKN1848671120071218,FutureGen - Mattoon,,Terminated,,,1,39.496862,-88.440473,1,
Terminated,FutureGen - Jewett,Texas,Capture & Storage,FutureGen Industrial Alliance Inc.,United States,DOE Supported,", Texas",Jewett,"Jewett, Texas was one of four sites that was considered for the FutureGen Alliance project. The 400-acre site was not chosen out of the site finalists.",FutureGen - Jewett,1/1/2015,266,No specific project link identified.,FutureGen - Jewett,,Terminated,,,1,31.36325836,-96.14356995,1,
Terminated,FutureGen 2.0,Illinois,Capture & Storage,FutureGen Industrial Alliance Inc.,United States,DOE Supported,", Illinois",Morgan County,"FutureGen intended to create a zero-emissions fossil fuel plant that produces hydrogen and byproducts for use by other industries. Morgan County, IL was chosen as the site of the FutureGen project. The project was discontinued in 2015.",Ameren's 200 MW Unit 4,1/1/2010,115,https://www.netl.doe.gov/File%20Library/Research/Coal/major%20demonstrations/futureGen/FE0001882-FE0005054.pdf,FutureGen 2.0,,Terminated,Oxy-fuel Combustion,Tonnes per Day,1,39.773533,-90.097383,1,"2,740"
Terminated,First Energy Bay Shore Plant,Ohio,Capture & Storage,First Energy,United States,Other Support,", Ohio",Oregon,Only uses one coal-fired unit and one oil-fired unit currently. Other units were shut down.,Bay Shore Plant,1/1/2009,113,https://www.firstenergycorp.com/content/dam/corporate/generationmap/files/Bay%20Shore%20Plant%20Facts.pdf,First Energy Bay Shore Plant,Plant in Operation,Terminated,Amines,Tonnes per Day,1,41.689842,-83.437491,1,438
Terminated,Fairview ZeroCarbon Project,Queensland,Capture & Storage,Australian Government,Australia,Other Support,", Queensland",Injune,Fairview ZeroCarbon project (ZCP) will receive A$ 75 million from the Australian Government for enhanced coal bed methane (ECBM) production and carbon dioxide sequestration.  The project will operate 100 MW plant and sequester the CO2 to a depth of 700m.,Injune Power Plant,1/1/2009,7,http://globalenergyobservatory.org/geoid/40151,Fairview ZeroCarbon Project,Plant Design,Terminated,Amines,Tonnes per Day,1,-25.843656,148.565414,1,274
Terminated,E.ON Ruhrgas Killingholme IGCC,Lincolnshire,Capture & Storage,E.ON,United Kingdom,DOE Supported,", Lincolnshire",North Killingholme,"Large-scale IGCC Plant with CCS. Capture up to 2.5 Mt/yr of  CO2, compress and transport to gas fields under the North Sea. In March 2015 E.ON announced the cancellation of the project.",Killingholme Station,1/1/2019,90,http://sequestration.mit.edu/tools/projects/killingholme.html,E.ON Ruhrgas Killingholme IGCC,Plant Design,Terminated,Solvents,Tonnes per Day,1,53.654010773,-0.258845001,1,"6,850"
Terminated,DONG Energy - High-Efficiency PC Plant in Greifswalde,Mecklenburg-Vorpommern,Capture & Storage,DONG Energy,Germany,Other Support,", Mecklenburg-Vorpommern",Greifswalde,"The 1,600 MW proposed power plant plan was withdrawn due to a lack of political backing.",Griefswalde PC Plant,,195,http://globalenergyobservatory.org/geoid/40324,DONG Energy - High-Efficiency PC Plant in Greifswalde,Plant Design,Terminated,Chilled Ammonia,% Reduction,1,54.081028,13.488122,1,90
Terminated,CATO1 - Rotterdam ROAD project,South Holland province,Capture & Storage,E.ON Benelux,Netherlands,Other Support,", South Holland province",Rotterdam,"Project plan is to capture 1.1 million tonnes of CO2 per year from a new power plant at the Maasvlakte and will store the captured CO2 in a depleted gas reservoir under the North Sea via 25 km pipeline (5 km onshore, 20 km offshore in depleted gas field).",Maasvlakte,1/1/2015,250,https://www.portofrotterdam.com/en/news-and-press-releases/road-project-to-be-cancelled-ccs-to-continue,CATO1 - Rotterdam ROAD project,Planning,Terminated,Cryogenic,Tonnes per Day,1,51.958989,4.026485,1,"3,014"
Terminated,Browse LNG,Western Australia state,Capture & Storage,Woodside,Australia,Other Support,", Western Australia state",Browse Basin,The project was to develop three gas fields with plans to study the potential to transport and store CO2 removed from feed gas.,Proposed LNG Facility,9/1/2010,313,http://www.zeroco2.no/projects/browse-lng,Browse LNG,Planning,Terminated,Amines,,1,-14.434680215,120.673828125,1,
Terminated,BP-Peterhead Hydrogen Power Plant/Miller Field Project,Aberdeenshire,Capture & Storage,Shell,Scotland,Other Support,", Aberdeenshire",Peterhead,"BPs initial hydrogen power project at Peterhead, Scotland was terminated. In 2011, Shell re-proposed to capture post-combustion CO2 from an existing plant and pipe it to Goldeneye Gas field (North Sea) for EOR. A full design study began in 2012.",Scottish & Southern Energys Peterhead power station,1/1/2011,84,http://ieahydrogen.org/pdfs/Case-Studies/PeterheadCase_Study1-2.aspx,BP-Peterhead Hydrogen Power Plant/Miller Field Project,Engineering design,Terminated,Amines,Tonnes per Day,1,57.477624,-1.788701,1,"2,740"
Terminated,Belchatow CCS Project,Lodz Voivodeship,Capture & Storage,Alstom Power,Poland,DOE Supported,", Lodz Voivodeship",Belchatow,"Project to capture approximately 100,000 tonnes per year of CO2 using Alstoms amines technology. Second phase of project was to build a larger CCS plant at the Belchatow 2 Power Station. In May 2012, PGE announced it was suspending project due to costs.",Belchatow Power Station,1/1/2010,251,http://sequestration.mit.edu/tools/projects/belchatow.html,Belchatow CCS Project,Plant Design,Terminated,Amines,Tonnes per Day,1,51.266389,19.330556,1,"4,932"
Terminated,Baard Energy - Ohio River Clean Fuels,Ohio,Capture & Storage,Baard Energy,United States,DOE Supported,", Ohio",Wellsville,"This project involves the development of a carbon management plan for a proposed coal and biomass to liquids (CBTL) plant. The plant is now being operated by natural gas, not liquified coal, in order to facilitate project completion.",Ohio River Clean Fuels,1/1/2012,103,http://www.netl.doe.gov/File%20Library/Research/Coal/carbon-storage/Proj606.pdf,Baard Energy - Ohio River Clean Fuels,,Terminated,Solvents,% Reduction,1,40.602446,-80.650773,1,85
Terminated,Aviva Corp Coolimba Oxyfuel Project,Western Australia state,Capture & Storage,Coolimba Power,Australia,Other Support,", Western Australia state",Eneabba,Aviva Corporation and AES were planning to build a new 2x200-MW oxyfuel-ready power station with the potential to capture and store up to 90% of its CO2 emissions.,Coolimba Power,1/1/2010,230,http://www.zeroco2.no/projects/coolimba,Aviva Corp Coolimba Oxyfuel Project,Planning,Terminated,,Tonnes per Day,1,-29.81,115.24,1,"7,946"
Terminated,American Electric Power - Mountaineer,West Virginia,Capture & Storage,American Electric Power,United States,DOE Supported,", West Virginia",New Haven,Phase I: Start 2009 - Scheduled to operate for 18 months (up to 5 years). Phase II: 2015 - Phase II has been cancelled due to unknown climate policy.,Mountaineer,1/1/2009,99,https://sequestration.mit.edu/tools/projects/aep_alstom_mountaineer.html,American Electric Power - Mountaineer,,Terminated,Alstom Chilled Ammonia Process,Tonnes Total,1,38.978824615,-81.938796997,1,"15,000"
Terminated,Taylorville Energy Center,Illinois,Capture,Tenaska Inc.,United States,Other Support,", Illinois",Taylorville,Tenaska announced that it was cancelling both of its CCS projects on June 2013. Taylorville and Trailblazer were both cut from Tenaska's portfolio in favor of renewable and gas-fired power generation.,Taylorville Energy Center IGCC,1/1/2014,160,https://sequestration.mit.edu/tools/projects/taylorville.html,Taylorville Energy Center,Permitting,Terminated,,% Reduction,1,39.589044,-89.188766,1,55
Terminated,Sweeny Polygeneration with CO2 Capture,Texas,Capture,ConocoPhillips,United States,Other Support,", Texas",Sweeny,"ConocoPhillips is no longer pursuing the IGCC plant, and formally withdrew the air permit application for the project on April 13, 2012.",Commercial Source,1/1/2016,155,http://sequestration.mit.edu/tools/projects/sweeny.html,Sweeny Polygeneration with CO2 Capture,Planning,Terminated,ConocoPhillips E-Gas Gasification,Tonnes per Day,1,29.07198,-95.749718,1,"13,700"
Terminated,Seminole Electric Cooperative,Florida,Capture,Seminole Electric Cooperative,United States,Other Support,", Florida",Palatka,This project would make SGS Unit 3 (750 MW)  the first electric generating unit in Florida to propose installing a carbon dioxide capture demonstration project.,Seminole Generating Station,1/1/2006,154,http://www.powermag.com/seminole-scraps-plans-for-1-4-billion-coal-fired-unit-in-florida/,Seminole Electric Cooperative,Permitting,Terminated,,Tonnes per Day,1,29.7329,-81.6332,1,"13,801"
Terminated,Scottish Power - Cockenzie Project,East Lothian,Capture,Scottish Power,United Kingdom,Other Support,", East Lothian",Cockenzie,Scottish Power plans to convert the plant from coal to to combined cycle gas turbine reducing carbon emissions. The plant will be carbon capture ready and required to fit full carbon capture and storage technology once it is commercially available.,Cockenzie Power Plants,1/1/2012,85,http://www.gov.scot/News/Releases/2011/10/05131125,Scottish Power - Cockenzie Project,Plant Closed,Terminated,,% Reduction,1,55.967693,-2.9709975,1,5
Terminated,RWE nPower - Blyth Post-Combustion Project,Northumberland,Capture,RWE nPower,United Kingdom,Other Support,", Northumberland",Cambois,"It may eventually install CCS equipment once the technology is ""proven."" Capture technology was able to capture 90% CO2. Project stopped due to uncertain economic climate in 2009.",Blyth Power Station,1/1/2014,49,http://www.zeroco2.no/projects/rwe-npower-2013-blyth-post-combustion-project,RWE nPower - Blyth Post-Combustion Project,Planning,Terminated,,Tonnes per Day,1,55.143175,-1.527295,1,"8,220"
Terminated,Nuon Power Buggenum,Limburg Province,Capture,Nuon,Netherlands,Other Support,", Limburg Province",Buggenum,"With the pilot in Buggenum, Nuon intends to make CO2 capture technology suitable for the energy sector. The knowledge and experience can then be applied in the new power plant Nuon Magnum in the Eemshaven in Groningen.",Willem-Alexander Power Plant,2/1/2011,217,http://www.netl.doe.gov/research/coal/energy-systems/gasification/gasifipedia/nuon,Nuon Power Buggenum,Capture Ongoing,Terminated,,Tonnes per Day,1,51.22278,5.9733,1,822
Terminated,NRG Energy Inc. (Somerset Plant),Massachusetts,Capture,NRG Energy Inc.,United States,Other Support,", Massachusetts",Bristol County,"NRG Corp of Canada planned to install their plasma gasification technology at Somerset and build a 120 MW coal and biomass unit.  Received regulatory approval form Mass. DEP Jan. 25, 2009.  Permit application withdrawn on 2-3-2011.",Somerset Plant,1/1/2010,137,http://www.clf.org/wp-content/uploads/2011/02/20110218.DEP-ltr-to-NRG.Termination-Withdrawals.pdf,NRG Energy Inc. (Somerset Plant),Permitting,Terminated,,,1,41.73715,-71.146057,1,
Terminated,Lianyungang IGCC with CO2 Capture,Jiangsu Province,Capture,Chinese Government,China,DOE Supported,", Jiangsu Province",Lianyungang,Will utilize power and chemical coproduction plants to capture up to 1 million tonnes CO2 and transport via pipeline to use in EOR. Also constructing a 1300 MW ultra pulverized coal power plant.,Lianyungang R&D IGCC Facility,,244,http://www.zeroco2.no/projects/lianyungang-igcc,Lianyungang IGCC with CO2 Capture,Plant Design,Terminated,Gas Separation,Tonnes per Day,1,34.596891,119.220804,1,"2,740"
Terminated,FINNCAP - Meri Pori CCS Project,Satakunta Region,Capture,Fortum,Finland,DOE Supported,", Satakunta Region",Pori,CO2 capture for beneficial re-use (EOR).,Meri-Pori coal-fired power plant,1/1/2015,245,http://www.zeroco2.no/projects/meri-pori,FINNCAP - Meri Pori CCS Project,Developing Infrastructure,Terminated,Siemens Energy Technology,Tonnes per Day,1,61.631878,21.40684,1,"3,288"
Terminated,E.ON Kingsnorth Ruhrgas UK Post-Combustion Project,Kent,Capture,E.ON,United Kingdom,Other Support,", Kent",Kingsnorth (Medway), Project was cancelled in March 2012 due to economic hurdles to construction.,Kingsnorth Power Station,1/1/2012,48,http://www.zeroco2.no/projects/e.on-2013-kingsnorth-post-combustion-project,E.ON Kingsnorth Ruhrgas UK Post-Combustion Project,Plant Design,Terminated,Amines,% Reduction,1,51.418737,0.601415,1,20
Terminated,American Electric Power - Tanners Creek Plant,Indiana,Capture,American Electric Power,United States,Other Support,", Indiana",Dearborn County,"After reviewing results of the retrofit feasibility study, Tanners Creek #4 unit will be retired by mid-2015. Units #1 through #3 will also be taken offline by mid-2015.",Tanners Creek Plant,12/31/2014,102,https://www.aep.com/newSroom/newSreleaSeS/Default.aspx?id=1834,American Electric Power - Tanners Creek Plant,Plant Design,Terminated,,Megawatt,1,39.082102,-84.859778,1,500
Terminated,American Electric Power - Red Rock Facility,Oklahoma,Capture,American Electric Power,United States,Other Support,", Oklahoma",Noble County,Pre-approval for permit denied; OCC didnt look at alternative energy sources. No mention of CCS with this project.,Red Rock Generating Facility,1/1/2011,101,http://www.aep.com/newsroom/newsreleases/?id=1396,American Electric Power - Red Rock Facility,Permitting,Terminated,,Megawatt,1,36.476601,-97.177595,1,950
Terminated,AES Shady Point,Oklahoma,Capture,AES Corporation,United States,Other Support,", Oklahoma",Panama,The CO2 is scrubbed from the flue gas stream via an ABB Lummus scrubber system that uses monoethanolamine (MEA) as its solvent. Produces 200 tons/day CO2 that is used for food-grade applications.,Shady Point Power Plant,1/1/1991,221,https://www.globalccsinstitute.com/projects/aes-shady-point-warrior-run-co2-recovery-plants,AES Shady Point,Plant in Operation,Terminated,Ethanol-amino solvent,Tonnes per Day,1,35.191944,-94.6425,1,200
Completed,Western Kentucky CO2 Test,Kentucky,Storage,Kentucky Geological Survey,United States,Other Support,", Kentucky",Hancock County,Drilled through the Knox and Mount Simon formations and tested their potential to permanently store CO2. The well penetrated the Precambrian basement rocks. 323 tons of carbon dioxide were successfully injected into deep formations.,Commercial Source,7/1/2009,119,http://www.uky.edu/KGS/kyccs/ppt/Bowersox030411.pdf,Western Kentucky CO2 Test,Well Drilling,Completed,,Tonnes Total,1,37.792519,-86.69423,1,690
Completed,"WESTCARB Validation Phase - Northern California CO2 Reduction Project
 Reduction Project (G1)",California,Storage,C6 Resources,United States,DOE Supported,", California", Montezuma Hills in southern Sacramento Basin,"The project team developed a 3D model based on well log and seismic survey data from natural gas exploration, production, and storage operations in the area. The team used the model to simulate a research-size injection of 5,440 metric tons of CO2.",,1/1/2010,258,http://www.westcarb.org/norcal_co2reduction_project.html,"WESTCARB Validation Phase - Northern California CO2 Reduction Project
 Reduction Project (G1)",,Completed,,Tonnes per Day,1,38.1174,-121.8044,1,0
Completed,WESTCARB Validation Phase - Arizona Utilities CO2 Storage Pilot,Arizona,Storage,Arizona Public Service,United States,DOE Supported,", Arizona",Holbrook,"This project involved drilling a well approximately 3,800 feet deep to evaluate saline formation CO2 storage in Arizonas Colorado Plateau region.  Potential storage targets are the Naco and Martin formations.  Insufficent permeability detected.",Commercial Source,1/1/2008,167,http://www.westcarb.org/AZ_pilot_cholla.html,WESTCARB Validation Phase - Arizona Utilities CO2 Storage Pilot,,Completed,,Tonnes Total,1,34.928611,-110.258611,1,0
Completed,Virginia Tech - Small-scale Injection Project,Virginia,Storage,Virginia Polytechnical Institute (Virginia Tech),United States,DOE Supported,", Virginia",Russell and Buchanan Counties,"This project will evaluate unconventional carbon storage reservoirs (shales, coal seams) in Central Appalachia.  The project proposes to inject 20,000 tonnes of supercritical CO2 into unmineable coal seams (Oakwood or Sourwood).",CO2 injection into the Oakwood or Sourwood coal seams in Central Appalachia.,10/1/2011,325,http://www.netl.doe.gov/publications/factsheets/project/DE-FE0006827.pdf,Virginia Tech - Small-scale Injection Project,Injection Complete,Completed,,Tonnes Total,1,37.036435,-82.144217,1,"20,300"
Completed,University of Kansas - Small-scale Injection Project,Kansas,Storage,Kansas Geological Survey,United States,DOE Supported,", Kansas",Wellington,"This project will inject 40,000 tonnes of supercritical CO2 into the Arbuckle saline aquifer, and 30,000 tonnes of supercritical CO2 into the oil-bearing dolomite within the Wellington Field. DOE project completed 9/30/2017.",Carbon storage operations within the Arbuckle saline reservoir and the Wellington Field for EOR.,10/1/2011,324,http://www.netl.doe.gov/publications/factsheets/project/de-fe0006821.pdf,University of Kansas - Small-scale Injection Project,Injection Complete,Completed,,Tonnes Total,1,37.319659,-97.433597,1,"40,000"
Completed,SWP Validation Phase - SACROC CO2 Injection Project,Texas,Storage,New Mexico Institute of Mining and Technology,United States,DOE Supported,", Texas",Snyder,"This test included a post-audit modeling analysis of injected CO2 for EOR over the last 30 years at the SACROC Unit in the Permian Basin of Texas, in addition to intense MVA analyses of ongoing CO2 injection at SACROC.",Commercial Source,9/1/2008,158,https://www.netl.doe.gov/publications/proceedings/08/rcsp/factsheets/10-SWP_SACROC%20EOR%20Sequestration_Oil.pdf,SWP Validation Phase - SACROC CO2 Injection Project,,Completed,,Tonnes Total,1,32.809575,-100.9307056,1,"157,000"
Completed,SWP Validation Phase - Pump Canyon CO2-ECBM Sequestration Demonstration,New Mexico,Storage,New Mexico Institute of Mining and Technology,United States,DOE Supported,", New Mexico",Navajo City,The San Juan Basin pilot test examined ECBM efficacy and degree of CO2 sequestration by injecting CO2 sourced from the McElmo Dome into the coals of the Upper Cretaceous Fruitland formation in the San Juan Basin.,McElmo Dome,7/1/2008,159,https://www.adv-res.com/pdf/RECS_ARI.pdf,SWP Validation Phase - Pump Canyon CO2-ECBM Sequestration Demonstration,,Completed,,Tonnes Total,1,36.85479722,-107.6983472,1,"16,700"
Completed,SWP Validation Phase - Aneth EOR Sequestration Project,Utah,Storage,New Mexico Institute of Mining and Technology,United States,DOE Supported,", Utah",San Juan County,"Starting in August 2007, the SWP has tested EOR combined with sequestration by injecting CO2 into the Desert Creek and Ismay producing zone, approximately 5,800 feet deep, in the Aneth Oil Field in San Juan County.",McElmo Dome,8/1/2007,156,https://www.netl.doe.gov/publications/proceedings/08/rcsp/factsheets/6-SWP_Aneth%20EOR%20and%20Sequestration%20Test_%20Oil.pdf,SWP Validation Phase - Aneth EOR Sequestration Project,,Completed,,Tonnes Total,1,37.30745,-109.3378278,1,"292,000"
Completed,Site Characterization of the Highest-Priority Geologic Formations for CO2 Storage in Wyoming,Wyoming,Storage,University of Wyoming,United States,DOE Supported,", Wyoming",Laramie,Characterization of the Rock Springs Uplift (RSU) and Moxa Arch deep saline reservoirs in southwestern Wyoming to pave the way for commercial scale CO2 sequestration projects.,,12/8/2009,280,https://www.netl.doe.gov/File%20Library/Events/2012/Carbon%20Storage%20RD%20Project%20Review%20Meeting/Surdam.pdf,Site Characterization of the Highest-Priority Geologic Formations for CO2 Storage in Wyoming,,Completed,,,1,41.712614,-108.79482,1,
Completed,Site Characterization for CO2 Storage from Coal-fired Power Facilities in the Black Warrior Basin of Alabama,Alabama,Storage,University of Alabama,United States,DOE Supported,", Alabama",Parrish,This project assessed CO2 storage capacity in the Black Warrior Basin. Test well drilled at the Alabama Power Goras Plant.,,12/8/2009,281,https://www.netl.doe.gov/research/coal/project-information/proj?k=FE0001910,Site Characterization for CO2 Storage from Coal-fired Power Facilities in the Black Warrior Basin of Alabama,,Completed,,,1,33.647396,-87.195723,1,
Completed,SECARB Validation Phase - Stacked Storage Test,Mississippi,Storage,Southern States Energy Board,United States,DOE Supported,", Mississippi",Cranfield Oilfield,"Initiated injection of CO2 for the storage/EOR activity on July 15, 2008. As of March 2009, approximately 627,744  metric tons of CO2 have been injected.",Jackson Dome,7/15/2008,152,http://www.secarbon.org/?page_id=8,SECARB Validation Phase - Stacked Storage Test,,Completed,,Tonnes Total,1,31.578581,-91.172386,1,"627,744"
Completed,SECARB Validation Phase - Plant Daniel Project,Mississippi,Storage,Southern States Energy Board,United States,DOE Supported,", Mississippi",Escatawpa,The primary objective of this project was to locate and evaluate suitable saline formations for storage of CO2 in close proximity to large coal-fired power plants along the Mississippi Gulf Coast.,Commercial Source,4/1/2006,153,http://www.secarbon.org/files/mississippi-test-site.pdf,SECARB Validation Phase - Plant Daniel Project,,Completed,,Tonnes Total,1,30.53,-88.556111,1,"2,740"
Completed,SECARB Validation Phase - Central Appalachian Basin Coal Test,Virginia,Storage,Southern States Energy Board,United States,DOE Supported,", Virginia",Russell County,"The project evaluated the injection of more than 900 metric tons of CO2 into multiple coal seams of the Pocahontas Formation and Lee Formation at depths ranging between 1,400 and 2,200 feet.",Commercial Source,1/15/2009,150,http://www.secarbon.org/files/central-appalachian-basin.pdf,SECARB Validation Phase - Central Appalachian Basin Coal Test,,Completed,,Tonnes Total,1,37.08158333,-81.9609,1,907
Completed,SECARB Validation Phase - Black Warrior Basin Project,Alabama,Storage,Southern States Energy Board,United States,DOE Supported,", Alabama",Tuscaloosa County,"As in the Central Appalachian Basin, the objectives of the Black Warrior Basin test were to determine if sequestration of CO2 in mature CBM reservoirs is a safe and effective method to mitigate GHG emissions and to determine if injectivity exists.",Jackson Dome,10/1/2009,149,http://www.secarbon.org/files/black-warrior-basin.pdf,SECARB Validation Phase - Black Warrior Basin Project,Injection Complete,Completed,,Tonnes Total,1,33.347691,-87.49419,1,252
Completed,SECARB Development Phase -Cranfield Project,Mississippi,Storage,Southern States Energy Board,United States,DOE Supported,", Mississippi",Adams County,The project injected CO2 (through 23 injection wells) into the stacked storage regime within the Tuscaloosa formation at the Cranfield Site.,Jackson Dome,4/1/2009,151,http://www.netl.doe.gov/publications/factsheets/project/NT42590.pdf,SECARB Development Phase -Cranfield Project,,Completed,,Tonnes Total,1,31.589822,-91.154311,1,"4,743,898"
Completed,RECOPOL Project,Silesian Voivodeship,Storage,European Commission,Poland,Other Support,", Silesian Voivodeship",Kaniow,"The project conducted research and pilot field tests storing CO2 in coal seams in the Silesian coal basin of Poland. Over a time period from August 2004 to June 2005, a total of 760 tonnes CO2 was injected into the well.",Commercial Source,10/1/2001,83,http://www.cgseurope.net/Sections.aspx?section=491.492.511,RECOPOL Project,Injection Complete,Completed,,Tonnes per Day,1,49.9476,19.0632,1,2
Completed,Qinshui ECBM Project,Shanxi Province,Storage,Canadian International Development Agency,China,Other Support,", Shanxi Province",south Qinshui Basin,"This is a Chinese-Canadian collaborating project. Starting in April 2004, a total of 192 tonnes CO2 was injected into the coalbed.",Commercial Source,3/1/2002,45,https://gcep.stanford.edu/pdfs/wR5MezrJ2SJ6NfFl5sb5Jg/15_china_gunter.pdf,Qinshui ECBM Project,Injection Complete,Completed,,Tonnes Total,1,35.690601349,112.175041199,1,192
Completed,PICOREF Project,Ile-de-France,Storage,Gaz de France Production,France,Other Support,", Ile-de-France",SE Paris Basin,Project focused on identifying sites in France as potential geologic storage sites and optimize site evaluation processes for a CO2 project. The project was completed in 2006. PICOREF will continue in 2006-2007 within the French National Research Agency.,Commercial Source,1/1/2005,50,http://members.igu.org/html/wgc2006/pdf/paper/add11170.pdf,PICOREF Project,Injection Complete,Completed,,,1,47.83117,1.938112,1,
Completed,Pembina Cardium CO2 EOR Pilot,Alberta,Storage,PennWest Exploration (formerly Penn West Energy Trust),Canada,Other Support,", Alberta",Edmonton (125 km SW),"Penn West initiated a CO2 pilot project in 2005 and the first phase of the Pembina Enhanced Recovery Project will include construction of a CO2 supply pipeline, infill drilling, well recompletions, and field facility upgrades.",Commercial Source,11/1/2005,31,http://www.zeroco2.no/projects/pembina-enhanced-oil-recovery-project,Pembina Cardium CO2 EOR Pilot,,Completed,,Tonnes per Day,1,52.66256,-114.667908,1,79
Completed,PCOR Validation Phase - Northwest McGregor EOR Huff n' Puff Project,North Dakota,Storage,Energy & Environmental Research Center - University of North Dakota,United States,DOE Supported,", North Dakota",Williams County,"Eagle Operating and the EERC conducted a CO2 Huff n Puff in the Northwest McGregor Oil Field on the Nesson Anticline in Williston County, North Dakota. A total of 400 tonnes of CO2  was injected into the Madison formation over two days in June 2009.",Commercial Source,3/1/2009,141,https://www.undeerc.org/pcor/newsandpubs/pdf/FS12A-CO2-Huff-n-Puff-Validation-Test-NW-McGregor.pdf,PCOR Validation Phase - Northwest McGregor EOR Huff n' Puff Project,,Completed,,Tonnes Total,1,48.575622,-102.942431,1,400
Completed,PCOR Validation Phase - Lignite Test,North Dakota,Storage,Energy & Environmental Research Center - University of North Dakota,United States,DOE Supported,", North Dakota",Burke County,"Approximately 82 metric tons (90 tons) of CO2 was injected over a roughly 2-week period in March 2009 into a 10- to 12-foot-thick coal seam at a depth of approximately 1,100 feet. Test affirmed CO2 can be safely stored in coal.",Commercial Source,10/1/2005,139,https://www.undeerc.org/pcor/newsandpubs/pdf/FS10-Lignite-CO2-Sequestration-Test-Unminable-Coal-Seam-North-Dakota.pdf,PCOR Validation Phase - Lignite Test,,Completed,,Tonnes Total,1,48.549909,-102.239482,1,80
Completed,PCOR Development Phase - Bell Creek Project,Montana,Storage,Energy & Environmental Research Center - University of North Dakota,United States,DOE Supported,", Montana",Powder River County,"CO2 from Lost Cabin gas plant WY through 226-mile pipeline, from Shute Creek plant in WY through intersecting pipeline. CO2-EOR.  Injection began 2013. Over 20-25 years, 900,000 metric tons CO2/year will recover an incremental 35 million bbl.",ConocoPhillips Lost Cabin/Madden Gas Plant,10/1/2007,140,http://www.netl.doe.gov/publications/factsheets/project/NT42592.pdf,PCOR Development Phase - Bell Creek Project,Injection Complete,Completed,Gas Separation,Tonnes per Day,1,45.097,-105.109,1,"2,740"
Completed,Newark Basin Characterization of New York and New Jersey,New York and New Jersey,Storage,"Sandia Technologies, LLC",United States,DOE Supported,New York and New Jersey,,Goal is to characterize and assess the potential for storing large amounts of CO2 within the saline formations of the Newark Rift Basin.,,12/8/2009,272,http://www.netl.doe.gov/File%20Library/Events/2014/carbon_storage/7--Philip-Papadeas.pdf,Newark Basin Characterization of New York and New Jersey,,Completed,,Tonnes Total,1,41.002159,-73.908508,1,0
Completed,Nagaoka Storage Project,Niigata Prefecture,Storage,Japanese Government,Japan,Other Support,", Niigata Prefecture",Nagaoka-city,"Project is a small scale field test of CO2 injection into an onshore saline formation 1100 meters deep. The site was a horizontal homogeneous, high porosity and permeability Pleistocene sandstone formation. Total of 10,405 tonnes of CO2 injected.",Teikoku Oil Co. Ltd. Natural Gas Field,1/1/2003,63,https://www.rite.or.jp/English/lab/geological/project_overview.html,Nagaoka Storage Project,Injection Complete,Completed,,Tonnes per Day,1,37.449965,138.850413,1,40
Completed,MRCSP Validation Phase - Cincinnati Arch Geologic Test,Kentucky,Storage,Battelle Memorial Institute,United States,DOE Supported,", Kentucky",Rabbit Hash,"This saline formation project aims to demonstrate carbon sequestration in the Mt. Simon sandstone formation, a major CO2 sequestration target in the MRCSP region.  Site is at Duke Energy's East Bend Generating Station.",Commercial Source,1/1/2009,130,http://www.mrcsp.org/east-bend-site---validation-phase,MRCSP Validation Phase - Cincinnati Arch Geologic Test,,Completed,,Tonnes Total,1,38.908484,-84.853985,1,910
Completed,MRCSP Validation Phase - Appalachian Basin Test,Ohio,Storage,Battelle Memorial Institute,United States,DOE Supported,", Ohio",Shadyside,"This project provided an opportunity to evaluate the feasibility of injecting CO2 into three different deep rock formations at depths between 5,900 and 8,300 feet.  These formations, the Oriskany, Salina, and Clinton/Medina.",Commercial Source,1/1/2009,129,http://www.mrcsp.org/r-e-burger-site---validation-phase,MRCSP Validation Phase - Appalachian Basin Test,,Completed,,Tonnes Total,1,39.912682,-80.76458,1,50
Completed,MOVECBM Project,Silesian Voivodeship,Storage,European Union,Poland,Other Support,", Silesian Voivodeship",Kaniow,MOVECBM is studying optimum CO2 storage and enhanced coal bed methane production (ECBM) in coal seams. The project lasted for two years ending in 2008.,Commercial Sources,11/1/2006,82,http://cordis.europa.eu/result/rcn/47563_en.html,MOVECBM Project,Post-Injection Monitoring,Completed,,Tonnes per Day,1,49.9476,19.0632,1,15
