City,Country,Data Center,Latitude (generated),Longitude (generated),Number of Records
Wyoming,United States,Microsoft Azure,43.076,-107.2903,1
Illinois,US,Microsoft Azure,41.8756,-87.6244,
Salt Lake City,United States,,40.767,-111.8904,
Salt Lake City,United States,Google Cloud,40.767,-111.8904,
Salt Lake City,US,Google Cloud,40.767,-111.8904,
Salt Lake City,United States,,40.767,-111.8904,
Salt Lake City,United States,Google Cloud,40.767,-111.8904,1
Illinois,United States,,40.6331,-89.3985,
Illinois,United States,Microsoft Azure,40.6331,-89.3985,
Illinois,United States,,40.6331,-89.3985,
Illinois,United States,Microsoft Azure,40.6331,-89.3985,1
Ohio,United States,,40.4173,-82.9071,
Ohio,United States,Amazon,40.4173,-82.9071,
Ohio,US,Amazon,40.4173,-82.907,
Ohio,United States,,40.4173,-82.9071,
Ohio,United States,Amazon,40.4173,-82.9071,1
Beijing,China,Microsoft Azure,39.905,116.3914,
Beijing,China,,39.905,116.3914,
Beijing,China,Microsoft Azure,39.905,116.3914,2
Ashburn,United States,,39.0438,-77.4874,
Ashburn,United States,Oracle,39.0438,-77.4874,
Ashburn,US,Oracle,39.0438,-77.4874,
Ashburn,United States,,39.0438,-77.4874,
Ashburn,United States,Oracle,39.0438,-77.4874,1
"Washington, D.C.",United States,,38.895,-77.0366,
Washington DC,United States,,38.895,-77.0366,
Washington DC,United States,IBM Cloud,38.895,-77.0366,
"Washington, D.C.",United States,IBM Cloud,38.895,-77.0366,
"Washington, D.C.",United States,Microsoft Azure,38.895,-77.0366,
"Washington, D.C.",United States,IBM Cloud,38.895,-77.0366,
Washington DC,United States,IBM Cloud,38.895,-77.0366,
"Washington, D.C.",United States,,38.895,-77.0366,
Washington DC,United States,,38.895,-77.0366,
Washington DC,United States,IBM Cloud,38.895,-77.0366,1
"Washington, D.C.",United States,IBM Cloud,38.895,-77.0366,2
"Washington, D.C.",United States,Microsoft Azure,38.895,-77.0366,1
North Virginia,US,Google Cloud,37.926868,-78.024902,
Seoul,South Korea,Oracle,37.568,126.977,
Seoul,South Korea,Microsoft Azure,37.568,126.977,
Seoul,Korea,IBM Cloud,37.568,126.977,
Seoul,South Korea,Google Cloud,37.568,126.977,
Seoul,South Korea,Amazon,37.568,126.977,
Seoul,South Korea,,37.5665,126.978,
Seoul,Korea,,37.5665,126.978,
Seoul,South Korea,Amazon,37.5665,126.978,1
Seoul,South Korea,Google Cloud,37.5665,126.978,1
Seoul,Korea,IBM Cloud,37.5665,126.978,1
Seoul,South Korea,Microsoft Azure,37.5665,126.978,1
Seoul,South Korea,Oracle,37.5665,126.978,1
Virginia,United States,,37.4316,-78.6569,
North Virginia,United States,,37.4316,-78.6569,
North Virginia,United States,Google Cloud,37.4316,-78.6569,
Virginia,United States,Microsoft Azure,37.4316,-78.6569,
Virginia,United States,,37.4316,-78.6569,
North Virginia,United States,,37.4316,-78.6569,
North Virginia,United States,Google Cloud,37.4316,-78.6569,1
Virginia,United States,Microsoft Azure,37.4316,-78.6569,2
San Jose,United States,,37.3382,-121.8863,
San Jose,United States,IBM Cloud,37.3382,-121.8863,
San Jose,United States,,37.3382,-121.8863,
San Jose,United States,IBM Cloud,37.3382,-121.8863,1
California,United States,,36.7783,-119.4179,
California,United States,Microsoft Azure,36.7783,-119.4179,
California,United States,,36.7783,-119.4179,
California,United States,Microsoft Azure,36.7783,-119.4179,1
Las Vegas,United States,,36.1699,-115.1398,
Las Vegas,United States,Google Cloud,36.1699,-115.1398,
Las Vegas,US,Google Cloud,36.1699,-115.1398,
Las Vegas,United States,,36.1699,-115.1398,
Las Vegas,United States,Google Cloud,36.1699,-115.1398,1
North Carolina,United States,,35.7596,-79.0193,
North Carolina,United States,Amazon,35.7596,-79.0193,
North Carolina,US,Amazon,35.7596,-79.0193,
North Carolina,United States,,35.7596,-79.0193,
North Carolina,United States,Amazon,35.7596,-79.0193,1
Tokyo,Japan,Oracle,35.68,139.77,
"Tokyo, Saitama",Japan,Microsoft Azure,35.68,139.77,
Tokyo,Japan,IBM Cloud,35.68,139.77,
Tokyo,Japan,Google Cloud,35.68,139.77,
Tokyo,Japan,Amazon,35.68,139.77,
Tokyo,Japan,,35.68,139.77,
Tokyo,Japan,Amazon,35.68,139.77,1
Tokyo,Japan,Google Cloud,35.68,139.77,1
Tokyo,Japan,IBM Cloud,35.68,139.77,3
Tokyo,Japan,Microsoft Azure,35.68,139.77,1
Tokyo,Japan,Oracle,35.68,139.77,1
Busan,South Korea,Microsoft Azure,35.1025,129.0349,
Busan,South Korea,,35.1025,129.0349,
Busan,South Korea,Microsoft Azure,35.1025,129.0349,1
Osaka,Japan,Oracle,34.693,135.502,
Osaka,Japan,Microsoft Azure,34.693,135.502,
Osaka,Japan,Google Cloud,34.693,135.502,
Osaka,Japan,Amazon,34.693,135.502,
Osaka,Japan,,34.693,135.502,
Osaka,Japan,Amazon,34.693,135.502,1
Osaka,Japan,Google Cloud,34.693,135.502,1
Osaka,Japan,Microsoft Azure,34.693,135.502,1
Osaka,Japan,Oracle,34.693,135.502,1
Los Angeles,United States,,34.0544,-118.2439,
Los Angeles,United States,Google Cloud,34.0544,-118.2439,
Los Angeles,US,Google Cloud,34.0544,-118.2439,
Los Angeles,United States,,34.0544,-118.2439,
Los Angeles,United States,Google Cloud,34.0544,-118.2439,1
South Carolina,United States,,33.8361,-81.1637,
South Carolina,United States,Google Cloud,33.8361,-81.1637,
South Carolina,US,Google Cloud,33.8361,-81.1637,
South Carolina,United States,,33.8361,-81.1637,
South Carolina,United States,Google Cloud,33.8361,-81.1637,1
Phoenix,US,Oracle,33.45,-112.055,
Phoenix,United States,,33.4484,-112.074,
Phoenix,United States,Oracle,33.4484,-112.074,
Phoenix,United States,,33.4484,-112.074,
Phoenix,United States,Oracle,33.4484,-112.074,1
Dallas,United States,,32.7767,-96.797,
Dallas,United States,IBM Cloud,32.7767,-96.797,
Dallas,United States,,32.7767,-96.797,
Dallas,United States,IBM Cloud,32.7767,-96.797,3
Texas,United States,,31.9686,-99.9018,
Texas,United States,Microsoft Azure,31.9686,-99.9018,
Texas,United States,,31.9686,-99.9018,
Texas,United States,Microsoft Azure,31.9686,-99.9018,1
New South Wales,Australia,,31.2532,146.9211,
New South Wales,Australia,Microsoft Azure,31.2532,146.9211,1
Shanghai,China,Microsoft Azure,31.1667,121.4667,
Shanghai,China,,31.1667,121.4667,
Shanghai,China,Microsoft Azure,31.1667,121.4667,2
IOWA,United States,,30.2369,-93.0138,
IOWA,United States,Google Cloud,30.2369,-93.0138,
IOWA,United States,Microsoft Azure,30.2369,-93.0138,
IOWA,US,Google Cloud,30.2369,-93.0138,
IOWA,United States,,30.2369,-93.0138,
IOWA,United States,Google Cloud,30.2369,-93.0138,1
IOWA,United States,Microsoft Azure,30.2369,-93.0138,1
Houston,United States,,29.7604,-95.3698,
Houston,United States,IBM Cloud,29.7604,-95.3698,
Houston,United States,,29.7604,-95.3698,
Houston,United States,IBM Cloud,29.7604,-95.3698,1
Texas,US,Microsoft Azure,29.3838,-94.9027,
Bahrain,Bahrain,,26.0667,50.5577,
Bahrain,Bahrain,Amazon,26.0667,50.5577,1
Dubai,UAE,Microsoft Azure,25.252,55.28,
Dubai,UAE,,25.252,55.28,
Dubai,UAE,Microsoft Azure,25.252,55.28,1
Abu Dhabi,UAE,Microsoft Azure,24.466,54.366,
Abu Dhabi,UAE,,24.466,54.366,
Abu Dhabi,UAE,Microsoft Azure,24.466,54.366,1
Taiwan,Taiwan,Google Cloud,23.6978,120.9605,
Taiwan,Taiwan,,23.6978,120.9605,
Taiwan,Taiwan,Google Cloud,23.6978,120.9605,1
Sao Paulo,Brazil,Oracle,23.5505,-46.6333,
Sao Paulo,Brazil,Microsoft Azure,23.5505,-46.6333,
Sao Paulo,US,Google Cloud,23.5505,-46.6333,
Sao Paulo,Brazil,Amazon,23.5505,-46.6333,
Hong Kong,Hong Kong,,22.3193,114.1694,
Hong Kong,China,,22.3193,114.1694,
Hong Kong,Hong Kong,Amazon,22.3193,114.1694,1
Hong Kong,Hong Kong,Google Cloud,22.3193,114.1694,1
Hong Kong,China,IBM Cloud,22.3193,114.1694,1
Hong Kong,Hong Kong,Microsoft Azure,22.3193,114.1694,1
Hong Kong,Hong Kong,Microsoft Azure,22.285,114.157,
Hong Kong,Hong Kong,Google Cloud,22.285,114.157,
Hong Kong,Hong Kong,Amazon,22.285,114.157,
Jeddah,Saudi Arabia,Oracle,21.5428,39.1728,
Jeddah,Saudi Arabia,,21.5428,39.1728,
Jeddah,Saudi Arabia,Oracle,21.5428,39.1728,1
Mexico City,Mexico,,19.4194,-99.1456,
Mexico City,Mexico,IBM Cloud,19.4194,-99.1456,
Mexico City,Mexico,IBM Cloud,19.4194,-99.1456,
Mexico City,Mexico,,19.4194,-99.1456,
Mexico City,Mexico,IBM Cloud,19.4194,-99.1456,1
Mumbai,India,Oracle,18.9667,72.8333,
Mumbai,India,Microsoft Azure,18.9667,72.8333,
Mumbai,India,Google Cloud,18.9667,72.8333,
Mumbai,India,Amazon,18.9667,72.8333,
Mumbai,India,,18.9667,72.8333,
Mumbai,India,Amazon,18.9667,72.8333,1
Mumbai,India,Google Cloud,18.9667,72.8333,1
Mumbai,India,Microsoft Azure,18.9667,72.8333,1
Mumbai,India,Oracle,18.9667,72.8333,1
Pune,India,Microsoft Azure,18.5236,73.8478,
Pune,India,,18.5236,73.8478,
Pune,India,Microsoft Azure,18.5236,73.8478,1
Hyderabad,India,Oracle,17.3667,78.4667,
Hyderabad,India,,17.3667,78.4667,
Hyderabad,India,Oracle,17.3667,78.4667,1
Chennai,India,Microsoft Azure,13.09,80.27,
Chennai,India,IBM Cloud,13.09,80.27,
Chennai,India,,13.09,80.27,
Chennai,India,IBM Cloud,13.09,80.27,1
Chennai,India,Microsoft Azure,13.09,80.27,1
Singapore,Singapore,Microsoft Azure,1.289,103.85,
Singapore,Singapore,IBM Cloud,1.289,103.85,
Singapore,Singapore,Google Cloud,1.289,103.85,
Singapore,Singapore,Amazon,1.289,103.85,
Singapore,Singapore,,1.289,103.85,
Singapore,Singapore,Amazon,1.289,103.85,1
Singapore,Singapore,Google Cloud,1.289,103.85,1
Singapore,Singapore,IBM Cloud,1.289,103.85,1
Singapore,Singapore,Microsoft Azure,1.289,103.85,1
Sao Paulo,Brazil,,-23.5507,-46.6334,
São Paulo,Brazil,,-23.5507,-46.6334,
Sao Paulo,Brazil,Amazon,-23.5507,-46.6334,
Sao Paulo,Brazil,Google Cloud,-23.5507,-46.6334,
São Paulo,Brazil,IBM Cloud,-23.5507,-46.6334,
Sao Paulo,Brazil,Microsoft Azure,-23.5507,-46.6334,
Sao Paulo,Brazil,Oracle,-23.5507,-46.6334,
São Paulo,Brazil,IBM Cloud,-23.5507,-46.6334,
São Paulo,Brazil,,-23.5507,-46.6334,
Sao Paulo,Brazil,,-23.5507,-46.6334,
Sao Paulo,Brazil,Amazon,-23.5507,-46.6334,1
Sao Paulo,Brazil,Google Cloud,-23.5507,-46.6334,1
São Paulo,Brazil,IBM Cloud,-23.5507,-46.6334,1
Sao Paulo,Brazil,Microsoft Azure,-23.5507,-46.6334,1
Sao Paulo,Brazil,Oracle,-23.5507,-46.6334,1
Johannesburg,South Africa,Microsoft Azure,-26.1633,28.0328,
Johannesburg,South Africa,,-26.1633,28.0328,
Johannesburg,South Africa,Microsoft Azure,-26.1633,28.0328,1
Sydney,Australia,Oracle,-33.868,151.21,
Sydney,Australia,IBM Cloud,-33.868,151.21,
Sydney,Australia,Google Cloud,-33.868,151.21,
Sydney,Australia,Amazon,-33.868,151.21,
Sydney,Australia,,-33.868,151.21,
Sydney,Australia,Amazon,-33.868,151.21,1
Sydney,Australia,Google Cloud,-33.868,151.21,1
Sydney,Australia,IBM Cloud,-33.868,151.21,3
Sydney,Australia,Oracle,-33.868,151.21,1
Cape Town,South Africa,Microsoft Azure,-33.9351,18.4289,
Cape Town,South Africa,Amazon,-33.9351,18.4289,
Cape Town,South Africa,,-33.9351,18.4289,
Cape Town,South Africa,Amazon,-33.9351,18.4289,1
Cape Town,South Africa,Microsoft Azure,-33.9351,18.4289,1
Canberra,Australia,Microsoft Azure,-35.2819,149.1289,
Canberra,Australia,,-35.2819,149.1289,
Canberra,Australia,Microsoft Azure,-35.2819,149.1289,2
Melbourne,Australia,Oracle,-37.8142,144.9632,
Melbourne,Australia,IBM Cloud,-37.8142,144.9632,
Melbourne,Australia,,-37.8142,144.9632,
Melbourne,Australia,IBM Cloud,-37.8142,144.9632,1
Melbourne,Australia,Oracle,-37.8142,144.9632,1
Wyoming,US,Microsoft Azure,,,
Washington,US,Microsoft Azure,,,
Virginia,US,Microsoft Azure,,,
California,US,Microsoft Azure,,,
Ireland,Ireland,Microsoft Azure,,,
Victoria,Australia,Microsoft Azure,,,
New South Wales,Australia,Microsoft Azure,,,
,,Microsoft Azure,,,
San Jose,United States,IBM Cloud,,,
Houston,United States,IBM Cloud,,,
Dallas,United States,IBM Cloud,,,
Hong Kong,China,IBM Cloud,,,
Ireland,Northern Island,Amazon,,,
Bahrain,Bahrain,Amazon,,,
